name,isin,category,sub_category,fund_house
Axis Nifty500 Momentum 50 Index Fund - Direct Plan - Growth Option,INF846KA1044,Other,Other,Axis Mutual Fund
Axis Nifty500 Momentum 50 Index Fund - Regular Plan - Growth Option,INF846KA1036,Other,Other,Axis Mutual Fund
Axis Nifty500 Quality 50 Index Fund - Direct Plan - Growth Option,INF846KA1200,Equity,Thematic,Axis Mutual Fund
Axis Nifty500 Quality 50 Index Fund - Regular Plan - Growth Option,INF846KA1192,Equity,Thematic,Axis Mutual Fund
Axis Nifty500 Value 50 Index Fund - Direct Plan - Growth Option,INF846K013Y8,Equity,Value,Axis Mutual Fund
Axis Nifty500 Value 50 Index Fund - Regular Plan - Growth Option,INF846K012Y0,Equity,Value,Axis Mutual Fund
Bajaj Finserv Nifty 50 Index Fund - Direct - Growth,INF0QA701BA9,Other,Other,Bajaj Mutual Fund
Bajaj Finserv Nifty 50 Index Fund - Regular - Growth,INF0QA701AY1,Other,Other,Bajaj Mutual Fund
Bajaj Finserv Nifty Next 50 Index Fund - Direct - Growth,INF0QA701BG6,Other,Other,Bajaj Mutual Fund
Bajaj Finserv Nifty Next 50 Index Fund - Regular - Growth,INF0QA701BD3,Other,Other,Bajaj Mutual Fund
Bandhan BSE Healthcare Index Fund Direct Plan - Growth,INF194KB1IS2,Other,Other,Bandhan Mutual Fund
Bandhan BSE Healthcare Index Fund Regular Plan - Growth,INF194KB1IR4,Other,Other,Bandhan Mutual Fund
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,INF194KB1EN2,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR GROWTH,INF194KB1EQ5,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT GROWTH,INF194KB1ET9,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR GROWTH,INF194KB1EW3,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEP27 INDEX FUND - DIRECT GROWTH,INF194KB1EZ6,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR GROWTH,INF194KB1FC2,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH,INF194KB1EH4,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH,INF194KB1EK8,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-Growth,INF194KB1BV1,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-Growth,INF194KB1BS7,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,INF194KB1FF5,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR GROWTH,INF194KB1FI9,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-Growth,INF194KB1BP3,Debt,Gilt,BANDHAN Mutual Fund
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-Growth,INF194KB1BL2,Debt,Gilt,BANDHAN Mutual Fund
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-Growth,INF194KB1JL5,Debt,Gilt,Bandhan Mutual Fund
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-Growth,INF194KB1JO9,Debt,Gilt,Bandhan Mutual Fund
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth,INF194KB1JR2,Debt,Other,Bandhan Mutual Fund
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth,INF194KB1JS0,Debt,Other,Bandhan Mutual Fund
BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - GROWTH,INF194KB1CR7,Other,Other,BANDHAN Mutual Fund
BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - GROWTH,INF194KB1CO4,Other,Other,BANDHAN Mutual Fund
Bandhan Nifty 200 Quality 30 Index Fund - Direct Plan - Growth,INF194KB1JA8,Equity,Thematic,Bandhan Mutual Fund
Bandhan Nifty 200 Quality 30 Index Fund - Regular Plan - Growth,INF194KB1IZ7,Equity,Thematic,Bandhan Mutual Fund
BANDHAN Nifty 50 Index Fund - Regular Plan - Growth,INF194K01920,Other,Other,BANDHAN Mutual Fund
BANDHAN Nifty 50 Index Fund-Direct Plan-Growth,INF194K012A8,Other,Other,BANDHAN Mutual Fund
Bandhan Nifty 500 Momentum 50 Index Fund Direct Plan-Growth,INF194KB1IY0,Other,Other,Bandhan Mutual Fund
Bandhan Nifty 500 Momentum 50 Index Fund Regular Plan-Growth,INF194KB1IX2,Other,Other,Bandhan Mutual Fund
Bandhan Nifty 500 Value 50 Index Fund Direct Plan - Growth,INF194KB1IW4,Equity,Value,Bandhan Mutual Fund
Bandhan Nifty 500 Value 50 Index Fund Regular Plan - Growth,INF194KB1IV6,Equity,Value,Bandhan Mutual Fund
Bandhan Nifty Alpha 50 Index Fund - Direct Plan - Growth,INF194KB1HA2,Other,Other,Bandhan Mutual Fund
Bandhan Nifty Alpha 50 Index Fund - Regular Plan - Growth,INF194KB1GX6,Other,Other,Bandhan Mutual Fund
Bandhan Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth,INF194KB1JC4,Equity,Thematic,Bandhan Mutual Fund
Bandhan Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth,INF194KB1JB6,Equity,Thematic,Bandhan Mutual Fund
Bandhan Nifty Bank Index Fund - Direct Plan - Growth,INF194KB1IO1,Other,Other,Bandhan Mutual Fund
Bandhan Nifty Bank Index Fund - Regular Plan - Growth,INF194KB1IN3,Other,Other,Bandhan Mutual Fund
Bandhan Nifty IT Index Fund - Direct Plan - Growth,INF194KB1GK3,Equity,Thematic,Bandhan Mutual Fund
Bandhan Nifty IT Index Fund - Regular Plan - Growth,INF194KB1GH9,Equity,Thematic,Bandhan Mutual Fund
Bandhan Nifty Midcap 150 Index Fund-Direct Plan-Growth,INF194KB1IT0,Equity,Mid Cap,Bandhan Mutual Fund
Bandhan Nifty Midcap 150 Index Fund-Regular Plan-Growth,INF194KB1IU8,Equity,Mid Cap,Bandhan Mutual Fund
Bandhan Nifty Next 50 Index Fund - Direct Plan - Growth,INF194KB1JK7,Other,Other,Bandhan Mutual Fund
Bandhan Nifty Next 50 Index Fund - Regular Plan - Growth,INF194KB1JJ9,Other,Other,Bandhan Mutual Fund
BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - Growth,INF194KB1HG9,Equity,Small Cap,BANDHAN Mutual Fund
BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - Growth,INF194KB1HD6,Equity,Small Cap,BANDHAN Mutual Fund
Bandhan Nifty Total Market Index Fund - Direct Plan - Growth,INF194KB1IK9,Other,Other,Bandhan Mutual Fund
Bandhan Nifty Total Market Index Fund - Regular Plan - Growth,INF194KB1IH5,Other,Other,Bandhan Mutual Fund
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - DIRECT PLAN,INF194KB1DV7,Equity,Thematic,BANDHAN Mutual Fund
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - REGULAR PLAN,INF194KB1DY1,Equity,Thematic,BANDHAN Mutual Fund
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - DIRECT PLAN,INF194KB1DP9,Other,Other,BANDHAN Mutual Fund
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - REGULAR PLAN,INF194KB1DS3,Other,Other,BANDHAN Mutual Fund
Baroda BNP Paribas Nifty 50 Index Fund - Direct Plan - Growth option,INF251K01SY1,Other,Other,Baroda Mutual Fund
Baroda BNP Paribas Nifty 50 Index Fund - Regular Plan - Growth option,INF251K01SV7,Other,Other,Baroda Mutual Fund
Baroda BNP Paribas Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,INF251K01UA7,Equity,Mid Cap,Baroda Mutual Fund
Baroda BNP Paribas Nifty Midcap 150 Index Fund - Regular Plan - Growth Option,INF251K01UB5,Equity,Mid Cap,Baroda Mutual Fund
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - Growth Option,INF251K01RL0,Other,Other,Baroda Mutual Fund
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - Growth Option,INF251K01RI6,Other,Other,Baroda Mutual Fund
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - Growth Option,INF251K01RR7,Other,Other,Baroda Mutual Fund
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - Growth Option,INF251K01RO4,Other,Other,Baroda Mutual Fund
Baroda BNP Paribas Nifty200 Momentum 30 Index Fund - Direct Plan - Growth Option,INF251K01TY9,Other,Other,Baroda Mutual Fund
Baroda BNP Paribas Nifty200 Momentum 30 Index Fund - Regular Plan - Growth Option,INF251K01TZ6,Other,Other,Baroda Mutual Fund
DSP BSE SENSEX Next 30 Index Fund - Direct - Growth,INF740KA1VB1,Other,Other,DSP Mutual Fund
DSP BSE SENSEX Next 30 Index Fund - Regular - Growth,INF740KA1UY5,Other,Other,DSP Mutual Fund
DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Direct - Growth,INF740KA1SB7,Debt,Gilt,DSP Mutual Fund
DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Regular - Growth,INF740KA1RY1,Debt,Gilt,DSP Mutual Fund
DSP Nifty 50 Equal Weight Index Fund - Direct Plan - Growth,INF740KA1CR7,Other,Other,DSP Mutual Fund
DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth,INF740KA1CO4,Other,Other,DSP Mutual Fund
DSP Nifty 50 Index Fund - Direct Plan - Growth,INF740KA1MM7,Other,Other,DSP Mutual Fund
DSP Nifty 50 Index Fund - Regular Plan - Growth,INF740KA1MJ3,Other,Other,DSP Mutual Fund
DSP Nifty Bank Index Fund - Direct - Growth,INF740KA1UO6,Other,Other,DSP Mutual Fund
DSP Nifty Bank Index Fund - Regular - Growth,INF740KA1UN8,Other,Other,DSP Mutual Fund
DSP Nifty Healthcare Index Fund - Direct- Growth,INF740KA1WF0,Other,Other,DSP Mutual Fund
DSP Nifty Healthcare Index Fund - Regular - Growth,INF740KA1WC7,Other,Other,DSP Mutual Fund
DSP Nifty IT Index Fund - Direct - Growth,INF740KA1WL8,Equity,Thematic,DSP Mutual Fund
DSP Nifty IT Index Fund - Regular - Growth,INF740KA1WI4,Equity,Thematic,DSP Mutual Fund
DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - Growth,INF740KA1RB9,Equity,Mid Cap,DSP Mutual Fund
DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - Growth,INF740KA1QY3,Equity,Mid Cap,DSP Mutual Fund
DSP Nifty Next 50 Index Fund - Direct Plan - Growth,INF740KA1MG9,Other,Other,DSP Mutual Fund
DSP Nifty Next 50 Index Fund - Regular Plan - Growth,INF740KA1MD6,Other,Other,DSP Mutual Fund
DSP Nifty Private Bank Index Fund - Direct - Growth,INF740KA1VN6,Other,Other,DSP Mutual Fund
DSP Nifty Private Bank Index Fund - Regular - Growth,INF740KA1VK2,Other,Other,DSP Mutual Fund
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - Growth,INF740KA1QV9,Other,Other,DSP Mutual Fund
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - Growth,INF740KA1QS5,Other,Other,DSP Mutual Fund
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - Growth,INF740KA1SH4,Other,Other,DSP Mutual Fund
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - Growth,INF740KA1SE1,Other,Other,DSP Mutual Fund
DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - Growth,INF740KA1TW1,Equity,Small Cap,DSP Mutual Fund
DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - Growth,INF740KA1TT7,Equity,Small Cap,DSP Mutual Fund
DSP Nifty Top 10 Equal Weight Index Fund - Direct - Growth,INF740KA1UQ1,Other,Other,DSP Mutual Fund
DSP Nifty Top 10 Equal Weight Index Fund - Regular - Growth,INF740KA1UP3,Other,Other,DSP Mutual Fund
DSP Nifty500 Flexicap Quality 30 Index Fund - Direct - Growth,INF740KA1WR5,Equity,Flexi Cap,DSP Mutual Fund
DSP Nifty500 Flexicap Quality 30 Index Fund - Regular - Growth,INF740KA1WO2,Equity,Flexi Cap,DSP Mutual Fund
Edelweiss BSE Internet Economy Index Fund - Direct Plan - Growth,INF754K01UX2,Other,Other,Edelweiss Mutual Fund
Edelweiss BSE Internet Economy Index Fund - Regular Plan - Growth,INF754K01VB6,Other,Other,Edelweiss Mutual Fund
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - Growth,INF754K01PF9,Debt,Gilt,Edelweiss Mutual Fund
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - Growth,INF754K01PB8,Debt,Gilt,Edelweiss Mutual Fund
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - Growth,INF754K01PN3,Debt,Gilt,Edelweiss Mutual Fund
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - Growth,INF754K01PJ1,Debt,Gilt,Edelweiss Mutual Fund
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - Growth,INF754K01PV6,Debt,Gilt,Edelweiss Mutual Fund
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - Growth,INF754K01PR4,Debt,Gilt,Edelweiss Mutual Fund
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - Growth,INF754K01RK5,Debt,Short Duration,Edelweiss Mutual Fund
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - Growth,INF754K01RG3,Debt,Short Duration,Edelweiss Mutual Fund
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - Growth Option,INF754K01UG7,Debt,Other,Edelweiss Mutual Fund
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - Growth Option,INF754K01UK9,Debt,Other,Edelweiss Mutual Fund
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - Growth,INF754K01TP0,Other,Other,Edelweiss Mutual Fund
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - Growth,INF754K01TT2,Other,Other,Edelweiss Mutual Fund
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan Growth,INF754K01OG0,Other,Other,Edelweiss Mutual Fund
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan Growth,INF754K01OC9,Other,Other,Edelweiss Mutual Fund
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Plan - Growth,INF754K01LV5,Other,Other,Edelweiss Mutual Fund
Edelweiss MSCI India Domestic & World Healthcare 45 index Fund Regular Plan - Growth,INF754K01LR3,Other,Other,Edelweiss Mutual Fund
Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan Growth,INF754K01NJ6,Equity,Thematic,Edelweiss Mutual Fund
Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan Growth,INF754K01NF4,Equity,Thematic,Edelweiss Mutual Fund
Edelweiss Nifty 50 Index Fund Direct Plan Growth,INF754K01NB3,Other,Other,Edelweiss Mutual Fund
Edelweiss Nifty 50 Index Fund Regular Plan Growth,INF754K01MX9,Other,Other,Edelweiss Mutual Fund
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth,INF754K01SS6,Equity,Thematic,Edelweiss Mutual Fund
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth,INF754K01SO5,Equity,Thematic,Edelweiss Mutual Fund
Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Growth,INF754K01NR9,Equity,Mid Cap,Edelweiss Mutual Fund
Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Growth,INF754K01NN8,Equity,Mid Cap,Edelweiss Mutual Fund
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - Growth,INF754K01QD2,Equity,Mid Cap,Edelweiss Mutual Fund
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - Growth,INF754K01PZ7,Equity,Mid Cap,Edelweiss Mutual Fund
Edelweiss Nifty Next 50 Index Fund - Direct Plan - Growth,INF754K01QL5,Other,Other,Edelweiss Mutual Fund
Edelweiss Nifty Next 50 Index Fund - Regular Plan - Growth,INF754K01QH3,Other,Other,Edelweiss Mutual Fund
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - Growth,INF754K01MD1,Debt,Other,Edelweiss Mutual Fund
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth,INF754K01LZ6,Debt,Other,Edelweiss Mutual Fund
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Direct Plan Growth,INF754K01MT7,Debt,Other,Edelweiss Mutual Fund
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Regular Plan - Growth,INF754K01MP5,Debt,Other,Edelweiss Mutual Fund
Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - Growth,INF754K01QT8,Equity,Small Cap,Edelweiss Mutual Fund
Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - Growth,INF754K01QP6,Equity,Small Cap,Edelweiss Mutual Fund
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Direct - Growth,INF754K01TN5,Equity,Flexi Cap,Edelweiss Mutual Fund
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular - Growth,INF754K01TJ3,Equity,Flexi Cap,Edelweiss Mutual Fund
Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth,INF090I01890,Other,Other,Franklin Mutual Fund
Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND- Direct - Growth,INF090I01GS4,Other,Other,Franklin Mutual Fund
Groww Nifty 50 Index Fund Direct Growth,INF666M01KT3,Other,Other,Groww Mutual Fund
Groww Nifty 50 Index Fund Regular Growth,INF666M01KW7,Other,Other,Groww Mutual Fund
Groww Nifty India Railways PSU Index Fund - Direct Plan - Growth,INF666M01JK4,Other,Other,Groww Mutual Fund
Groww Nifty India Railways PSU Index Fund - Regular Plan - Growth,INF666M01JN8,Other,Other,Groww Mutual Fund
Groww Nifty Next 50 Index Fund Direct Growth,INF666M01LT1,Other,Other,Groww Mutual Fund
Groww Nifty Next 50 Index Fund Regular Growth,INF666M01LW5,Other,Other,Groww Mutual Fund
Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan Growth,INF666M01IE9,Other,Other,Groww Mutual Fund
Groww Nifty Non-Cyclical Consumer Index Fund - Regular Plan - Growth,INF666M01IB5,Other,Other,Groww Mutual Fund
Groww Nifty Smallcap 250 Index Fund - Direct Plan - Growth,INF666M01HY9,Equity,Small Cap,Groww Mutual Fund
Groww Nifty Smallcap 250 Index Fund - Regular Plan - Growth,INF666M01HV5,Equity,Small Cap,Groww Mutual Fund
Groww Nifty Total Market Index Fund - Direct Plan - Growth,INF666M01HM4,Other,Other,Groww Mutual Fund
Groww Nifty Total Market Index Fund - Regular Plan - Growth,INF666M01HJ0,Other,Other,Groww Mutual Fund
HDFC BSE 500 Index Fund - Regular Plan - Growth Option,INF179KC1GH7,Other,Other,HDFC Mutual Fund
HDFC S&P BSE 500 Index Fund - Growth Option - Direct Plan,INF179KC1GG9,Other,Other,HDFC Mutual Fund
HDFC BSE Sensex Index Fund - Growth Plan,INF179K01LA9,Other,Other,HDFC Mutual Fund
HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Growth Plan,INF179KC1JK5,Debt,Other,HDFC Mutual Fund
HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Growth Plan,INF179KC1JJ7,Debt,Other,HDFC Mutual Fund
HDFC Nifty 100 Equal Weight Index Fund - Direct Plan - Growth Option,INF179KC1CA1,Other,Other,HDFC Mutual Fund
HDFC Nifty 100 Equal Weight Index Fund - Growth Option,INF179KC1CB9,Other,Other,HDFC Mutual Fund
HDFC NIFTY 100 Index Fund - Direct Plan - Growth Option,INF179KC1BY3,Other,Other,HDFC Mutual Fund
HDFC NIFTY 100 Index Fund - Growth Option,INF179KC1BZ0,Other,Other,HDFC Mutual Fund
HDFC Nifty 50 Index Fund - Growth Plan,INF179K01KZ8,Other,Other,HDFC Mutual Fund
HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option,INF179KC1FR8,Other,Other,HDFC Mutual Fund
HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option - Direct Plan,INF179KC1FQ0,Other,Other,HDFC Mutual Fund
HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option,INF179KC1EG4,Other,Other,HDFC Mutual Fund
HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option - Direct Plan,INF179KC1EE9,Other,Other,HDFC Mutual Fund
HDFC Nifty G-Sec July 2031 Index Fund - Growth Option,INF179KC1EI0,Other,Other,HDFC Mutual Fund
HDFC Nifty G-Sec July 2031 Index Fund - Growth Option - Direct Plan,INF179KC1EH2,Other,Other,HDFC Mutual Fund
HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option,INF179KC1EK6,Other,Other,HDFC Mutual Fund
HDFC Nifty G-Sec Jun 2027 Index Fund - Growth Option - Direct Plan,INF179KC1EJ8,Other,Other,HDFC Mutual Fund
HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option,INF179KC1FT4,Other,Other,HDFC Mutual Fund
HDFC Nifty G-Sec Jun 2036 Index Fund - Growth Option - Direct Plan,INF179KC1FS6,Other,Other,HDFC Mutual Fund
HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option,INF179KC1EM2,Other,Other,HDFC Mutual Fund
HDFC Nifty G-Sec Sep 2032 Index Fund - Growth Option - Direct Plan,INF179KC1EL4,Other,Other,HDFC Mutual Fund
HDFC Nifty India Digital Index Fund - Growth Option - Direct,INF179KC1JB4,Equity,Thematic,HDFC Mutual Fund
HDFC Nifty India Digital Index Fund - Growth Option - Regular,INF179KC1JA6,Equity,Thematic,HDFC Mutual Fund
HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option,INF179KC1IP6,Equity,Mid Cap,HDFC Mutual Fund
HDFC NIFTY LargeMidcap 250 Index Fund - Growth Option - Direct,INF179KC1IQ4,Equity,Mid Cap,HDFC Mutual Fund
HDFC NIFTY Midcap 150 Index Fund - Growth Option,INF179KC1GD6,Equity,Mid Cap,HDFC Mutual Fund
HDFC NIFTY Midcap 150 Index Fund - Growth Option - Direct Plan,INF179KC1GC8,Equity,Mid Cap,HDFC Mutual Fund
HDFC NIFTY Next 50 Index Fund - Direct Plan - Growth Option,INF179KC1BQ9,Other,Other,HDFC Mutual Fund
HDFC NIFTY Next 50 Index Fund - Growth Option,INF179KC1BR7,Other,Other,HDFC Mutual Fund
HDFC Nifty SDL Oct 2026 Index Fund - Growth Option,INF179KC1FJ5,Other,Other,HDFC Mutual Fund
HDFC Nifty SDL Oct 2026 Index Fund - Growth Option - Direct Plan,INF179KC1FI7,Other,Other,HDFC Mutual Fund
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option,INF179KC1GB0,Other,Other,HDFC Mutual Fund
HDFC NIFTY SDL Plus G-Sec Jun 2027 40:60 Index Fund - Growth Option - Direct Plan,INF179KC1GA2,Other,Other,HDFC Mutual Fund
HDFC NIFTY Smallcap 250 Index Fund - Growth Option,INF179KC1GF1,Equity,Small Cap,HDFC Mutual Fund
HDFC NIFTY Smallcap 250 Index Fund - Growth Option - Direct Plan,INF179KC1GE4,Equity,Small Cap,HDFC Mutual Fund
HDFC Nifty Top 20 Equal Weight Index Fund - Regular Growth,INF179KC1JH1,Other,Other,HDFC Mutual Fund
HDFC NIFTY50 Equal weight Index Fund - Direct Plan - Growth Option,INF179KC1BM8,Other,Other,HDFC Mutual Fund
HDFC NIFTY50 Equal weight Index Fund - Growth Option,INF179KC1BN6,Other,Other,HDFC Mutual Fund
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Direct - Growth,INF336L01QH7,Debt,Gilt,HSBC Mutual Fund
HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund - Regular - Growth,INF336L01QK1,Debt,Gilt,HSBC Mutual Fund
HSBC CRISIL IBX Gilt June 2027 Index Fund - Direct - Growth,INF336L01QT2,Debt,Gilt,HSBC Mutual Fund
HSBC CRISIL IBX Gilt June 2027 Index Fund - Regular - Growth,INF336L01QW6,Debt,Gilt,HSBC Mutual Fund
HSBC NIFTY 50 INDEX FUND - Direct Growth,INF917K01D12,Other,Other,HSBC Mutual Fund
HSBC NIFTY 50 INDEX FUND - Regular Growth,INF917K01D38,Other,Other,HSBC Mutual Fund
HSBC NIFTY NEXT 50 INDEX FUND - Direct Growth,INF917K01D79,Other,Other,HSBC Mutual Fund
HSBC NIFTY NEXT 50 INDEX FUND - Regular Growth,INF917K01D95,Other,Other,HSBC Mutual Fund
ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund - Growth,INF109KC18Z6,Debt,Other,ICICI Mutual Fund
ICICI Prudential CRISIL-IBX AAA Bond Financial Services Index -Dec 2026 Fund- Direct Plan - Growth,INF109KC15Z2,Debt,Other,ICICI Mutual Fund
ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth,INF109K1A062,Debt,Other,ICICI Mutual Fund
ICICI Prudential CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Growth,INF109K1A039,Debt,Other,ICICI Mutual Fund
ICICI Prudential NASDAQ 100 Index Fund - Direct Plan - Growth,INF109KC1U50,Other,Other,ICICI Mutual Fund
ICICI Prudential NASDAQ 100 Index Fund - Growth,INF109KC1U27,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Direct Plan - Growth,INF109KC11D8,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty 200 Momentum 30 Index Fund - Growth,INF109KC18C5,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty 500 Index Fund - Direct Plan - Growth,INF109KC16Y3,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty 500 Index Fund - Growth,INF109KC13Y0,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty Auto Index Fund - Direct Plan - Growth,INF109KC16J4,Other,Other,ICICI Mutual Fund
ICICI Prudential Nifty Auto Index Fund - Growth,INF109KC13J1,Other,Other,ICICI Mutual Fund
